student_id,student_first_name,student_last_name,student_email,student_major,student_status,student_gpa,student_enrollment_date,department_name,department_id,total_tuition_paid,total_tuition_due,outstanding_balance,total_payments_count,completed_payments_count,pending_payments_count,failed_payments_count,last_payment_date,last_payment_amount,last_payment_method,credit_card_payments_total,bank_transfer_total,check_payments_total,financial_aid_total,total_scholarships_received,scholarship_count,merit_scholarships_total,need_based_scholarships_total,athletic_scholarships_total,departmental_scholarships_total,largest_scholarship_amount,latest_scholarship_date,net_tuition_after_scholarships,scholarship_coverage_rate_pct,payment_success_rate_pct,avg_payment_amount,fall_2024_tuition,fall_2024_scholarships,spring_2024_tuition,spring_2024_scholarships,fall_2023_tuition,fall_2023_scholarships,has_outstanding_balance,is_scholarship_recipient,is_payment_plan_active,is_financial_aid_recipient
5816,Chelsea,Fry,jorge39@example.org,Psychology,Graduated,2.74,2023-10-16,Psychology,8,10043.06,10960.99,917.93,14,11,2,1,2025-12-27,8620.69,Check,5413.83,3957.49,932.07,1427.45,21143.95,0,12095.74,9730.86,2767.39,4317.87,13383.45,2025-06-07,-11100.890000000001,210.53,78.57,913.01,2510.76,5285.99,2510.76,5285.99,2510.76,5285.99,True,True,True,True
5817,Yvonne,Goodman,xrojas@example.com,Business,Active,3.94,2023-12-23,Computer Science,1,58750.34,61195.89,2445.55,8,5,2,1,2025-01-22,2266.97,Credit Card,33978.25,13139.54,8692.06,10888.05,3038.59,1,1612.63,811.86,527.34,407.18,2308.2,2025-01-29,55711.75,5.17,62.5,11750.07,14687.58,759.65,14687.58,759.65,14687.58,759.65,True,True,True,False
5818,Darrell,Cowan,moranmelissa@example.net,English,On Leave,3.9,2022-09-11,English,6,46312.26,51048.48,4736.22,8,6,1,1,2025-11-09,5571.49,Credit Card,17720.66,17306.56,4460.68,5417.99,9184.64,2,5491.23,2796.8,2734.16,2415.73,8172.74,2025-06-03,37127.62,19.83,75.0,7718.71,11578.07,2296.16,11578.07,2296.16,11578.07,2296.16,True,True,True,True
5819,Jacob,Wells,jeromehancock@example.com,Engineering,Active,3.87,2025-01-26,Engineering,11,37142.58,38706.58,1564.0,16,15,1,0,2025-10-15,4113.22,Financial Aid,20867.41,10806.64,1997.32,6988.99,5282.83,1,2230.28,2163.9,700.19,1513.53,3527.26,2025-05-05,31859.75,14.22,93.75,2476.17,9285.65,1320.71,9285.65,1320.71,9285.65,1320.71,True,True,True,True
5820,Kenneth,Jones,ereed@example.org,Biology,Active,2.8,2022-03-20,Biology,5,12553.61,17436.620000000003,4883.01,8,7,1,0,2025-10-02,4496.17,Credit Card,6035.18,2668.02,699.45,2844.83,11077.44,2,6759.91,3751.86,785.8,1725.91,6631.66,2025-02-04,1476.17,88.24,87.5,1793.37,3138.4,2769.36,3138.4,2769.36,3138.4,2769.36,True,True,True,True
5821,Russell,Martin,nhurley@example.org,Mathematics,Graduated,3.64,2022-04-01,Mathematics,2,45416.06,45976.439999999995,560.38,6,3,2,1,2025-02-17,8009.64,Check,14876.17,12673.04,3762.53,7867.86,15702.15,3,6468.37,6341.62,551.95,2268.24,9935.64,2025-11-23,29713.909999999996,34.57,50.0,15138.69,11354.01,3925.54,11354.01,3925.54,11354.01,3925.54,True,True,True,True
5822,Victoria,Schmidt,tammystevens@example.com,Business,On Leave,3.49,2022-09-05,Computer Science,1,54714.23,57035.47,2321.24,16,14,1,1,2025-10-18,5356.89,Check,22768.84,21542.13,3698.13,10584.74,4662.13,0,2463.2,1214.42,496.31,1128.21,3313.47,2026-01-01,50052.100000000006,8.52,87.5,3908.16,13678.56,1165.53,13678.56,1165.53,13678.56,1165.53,True,True,True,False
5823,Kristen,White,kraymond@example.org,English,Active,3.24,2024-03-23,English,6,28488.05,30514.91,2026.86,9,6,2,1,2025-07-09,1953.68,Bank Transfer,14254.76,7080.7,3594.75,6894.09,24130.09,2,12360.78,10128.88,3156.39,6345.15,18892.93,2025-10-09,4357.959999999999,84.7,66.67,4748.01,7122.01,6032.52,7122.01,6032.52,7122.01,6032.52,True,True,True,True
5824,Vanessa,Cannon,acostaangela@example.com,Biology,On Leave,3.28,2023-03-02,Biology,5,9354.91,12337.56,2982.65,10,8,2,0,2026-01-10,2866.1,Financial Aid,4170.35,2282.72,530.5,2042.94,19072.74,2,10989.42,4660.75,4785.32,5244.58,10028.22,2025-05-13,-9717.830000000002,203.88,80.0,1169.36,2338.73,4768.19,2338.73,4768.19,2338.73,4768.19,True,True,True,True
5825,Hannah,Black,roserhonda@example.net,Economics,Active,2.85,2024-04-18,Economics,9,32820.4,33338.11,517.71,5,4,1,0,2025-07-22,2521.11,Credit Card,18575.17,9379.52,4347.64,4245.1,15015.89,3,7496.9,7505.63,3904.76,1879.39,8351.24,2025-12-20,17804.510000000002,45.75,80.0,8205.1,8205.1,3753.97,8205.1,3753.97,8205.1,3753.97,True,True,True,True
5826,David,Meyers,justindeleon@example.org,English,Active,3.15,2022-10-07,English,6,46524.86,49618.13,3093.27,7,4,2,1,2025-08-15,9386.17,Bank Transfer,19019.72,11614.79,4845.52,11540.71,15400.36,2,6555.44,7541.75,1762.83,1894.79,14912.11,2025-08-22,31124.5,33.1,57.14,11631.22,11631.22,3850.09,11631.22,3850.09,11631.22,3850.09,True,True,True,True
5827,Diane,Chapman,matthew43@example.org,Mathematics,Active,3.45,2022-10-20,Mathematics,2,22319.42,25343.579999999998,3024.16,3,1,2,0,2025-03-14,4930.31,Credit Card,8259.02,7764.63,1712.01,3757.71,4253.78,0,2497.64,1265.91,828.22,1099.8,2959.49,2025-09-03,18065.64,19.06,33.33,22319.42,5579.85,1063.44,5579.85,1063.44,5579.85,1063.44,True,True,True,False
5828,Jennifer,Mack,aanderson@example.com,Business,Active,2.86,2024-10-01,Computer Science,1,48055.74,51025.939999999995,2970.2,9,7,1,1,2025-11-10,2312.34,Financial Aid,18859.24,15091.45,3014.0,8576.57,8604.58,1,5623.21,2918.31,2197.91,1806.02,5717.61,2025-08-28,39451.159999999996,17.91,77.78,6865.11,12013.93,2151.14,12013.93,2151.14,12013.93,2151.14,True,True,True,True
5829,Annette,Harding,kellyhill@example.org,Economics,Active,2.96,2025-09-29,Economics,9,33275.97,34024.54,748.57,10,8,1,1,2025-02-27,6890.24,Financial Aid,19670.9,13230.27,4947.88,3628.19,24068.44,1,15362.91,5898.58,135.7,4572.02,15070.31,2025-11-18,9207.530000000002,72.33,80.0,4159.5,8318.99,6017.11,8318.99,6017.11,8318.99,6017.11,True,True,True,True
5830,Mary,Johnson,salazarchristopher@example.net,Biology,Graduated,3.74,2025-12-04,Biology,5,44693.28,46754.17,2060.89,15,13,2,0,2025-09-21,2468.55,Check,17010.88,9426.94,5698.21,8202.72,1190.16,1,714.98,349.49,63.11,350.12,924.7,2025-07-15,43503.119999999995,2.66,86.67,3437.94,11173.32,297.54,11173.32,297.54,11173.32,297.54,True,True,True,False
5831,Daniel,Lee,kellyperez@example.net,Economics,Active,2.91,2023-11-18,Economics,9,37644.19,38846.130000000005,1201.94,3,2,1,0,2025-03-08,3617.68,Bank Transfer,18906.38,10538.32,3728.11,6145.91,10617.31,1,6952.94,2499.02,466.49,1715.92,9908.45,2025-02-05,27026.880000000005,28.2,66.67,18822.1,9411.05,2654.33,9411.05,2654.33,9411.05,2654.33,True,True,True,True
5832,Tyler,Yu,jonathan83@example.net,Engineering,Active,3.33,2025-03-24,Engineering,11,30710.42,32078.32,1367.9,9,6,2,1,2025-07-02,6751.77,Check,16932.88,8761.06,3635.41,5512.37,6804.56,0,2826.66,3282.1,74.83,1490.44,5219.79,2025-07-02,23905.859999999997,22.16,66.67,5118.4,7677.6,1701.14,7677.6,1701.14,7677.6,1701.14,True,True,True,True
5833,David,Taylor,michaelharvey@example.net,Mathematics,On Leave,3.92,2025-09-25,Mathematics,2,12762.37,14638.93,1876.56,5,3,2,0,2025-01-28,8701.28,Bank Transfer,7280.67,3672.54,1391.5,3106.07,7951.25,3,3202.95,2169.08,40.29,1353.37,6168.09,2025-10-03,4811.120000000001,62.3,60.0,4254.12,3190.59,1987.81,3190.59,1987.81,3190.59,1987.81,True,True,True,True
5834,Carol,Miller,kevinrodriguez@example.net,Computer Science,Active,2.27,2023-10-08,Computer Science,1,26300.5,30811.84,4511.34,16,13,2,1,2025-05-09,4452.41,Check,9717.69,8846.0,2326.97,3769.27,11766.05,0,5387.27,4639.32,2774.37,1624.35,10023.23,2025-02-25,14534.45,44.74,81.25,2023.12,6575.12,2941.51,6575.12,2941.51,6575.12,2941.51,True,True,True,True
5835,Thomas,Martin,kelly95@example.org,History,On Leave,2.74,2024-09-04,History,7,20715.41,21693.03,977.62,13,12,0,1,2025-04-29,3727.56,Financial Aid,11916.3,5694.0,2586.07,2403.81,13666.44,2,9103.39,5855.72,2283.53,2627.99,13608.79,2025-06-19,7048.969999999999,65.97,92.31,1726.28,5178.85,3416.61,5178.85,3416.61,5178.85,3416.61,True,True,False,True
5836,Ashley,Fuller,kellylisa@example.net,Engineering,Active,3.99,2023-10-21,Engineering,11,40438.76,45064.87,4626.11,2,1,0,1,2025-11-14,5452.9,Check,20246.98,9155.18,2739.72,4556.6,24814.9,1,12072.1,11885.47,3206.78,6537.55,18119.7,2025-06-11,15623.86,61.36,50.0,40438.76,10109.69,6203.73,10109.69,6203.73,10109.69,6203.73,True,True,False,True
5837,Kim,Ford,daniel65@example.org,Psychology,On Leave,2.18,2022-05-27,Psychology,8,38949.95,40723.509999999995,1773.56,8,5,2,1,2025-08-16,8303.65,Bank Transfer,19990.47,10932.84,2219.79,5215.0,13466.57,0,8551.48,3491.1,3288.4,2037.13,12553.94,2025-04-07,25483.379999999997,34.57,62.5,7789.99,9737.49,3366.64,9737.49,3366.64,9737.49,3366.64,True,True,True,True
5838,Brandon,Watson,teresa27@example.com,Business,On Leave,3.1,2025-07-23,Computer Science,1,9990.24,12636.8,2646.56,5,5,0,0,2025-02-19,6932.01,Credit Card,4602.72,2277.63,1342.86,2338.48,18822.88,2,13081.0,8019.88,3410.06,3118.23,16006.97,2025-05-04,-8832.640000000001,188.41,100.0,1998.05,2497.56,4705.72,2497.56,4705.72,2497.56,4705.72,True,True,False,True
5839,Michelle,Walker,etaylor@example.com,History,Active,2.49,2022-07-06,History,7,15702.31,17144.55,1442.24,9,6,2,1,2025-08-15,2911.99,Check,5043.64,4557.41,1634.43,2254.22,357.74,2,231.5,99.11,71.89,37.11,180.83,2026-01-09,15344.57,2.28,66.67,2617.05,3925.58,89.44,3925.58,89.44,3925.58,89.44,True,True,True,False
5840,Andrew,Cruz,wchristensen@example.com,English,Active,3.82,2025-12-22,English,6,20655.14,24726.04,4070.9,8,5,2,1,2025-03-24,5224.54,Credit Card,6212.66,5161.58,2763.36,4831.22,21752.03,0,12674.16,5897.37,659.66,5851.09,16660.17,2025-10-31,-1096.8899999999994,105.31,62.5,4131.03,5163.78,5438.01,5163.78,5438.01,5163.78,5438.01,True,True,True,True
5841,Kimberly,Odom,anamathews@example.com,English,Active,3.42,2022-12-31,English,6,53671.67,56916.1,3244.43,2,1,0,1,2025-08-25,8074.3,Credit Card,18850.15,13026.01,5440.63,12065.17,623.75,1,332.83,217.87,166.35,73.77,334.48,2025-03-17,53047.92,1.16,50.0,53671.67,13417.92,155.94,13417.92,155.94,13417.92,155.94,True,True,False,False
5842,Christopher,Steele,laurie58@example.org,Business,Graduated,2.69,2025-04-23,Computer Science,1,51463.23,54457.560000000005,2994.33,17,15,1,1,2025-07-09,9419.55,Financial Aid,19618.0,15444.68,4719.83,6132.45,19420.01,3,8196.93,5803.89,3704.72,5083.52,13459.59,2025-09-08,32043.220000000005,37.74,88.24,3430.88,12865.81,4855.0,12865.81,4855.0,12865.81,4855.0,True,True,True,True
5843,Brandon,Thompson,brittanymiller@example.org,History,On Leave,2.57,2022-12-13,History,7,13733.74,17897.13,4163.39,5,2,2,1,2025-04-10,3361.44,Credit Card,5893.25,3669.39,1715.27,1806.0,11660.18,3,4759.13,4259.79,2140.06,3144.64,8628.06,2025-03-08,2073.5599999999995,84.9,40.0,6866.87,3433.43,2915.05,3433.43,2915.05,3433.43,2915.05,True,True,True,True
5844,Melissa,Stanton,marcia12@example.net,Psychology,Graduated,3.48,2022-10-25,Psychology,8,9682.4,10938.59,1256.19,2,2,0,0,2025-03-21,6017.09,Financial Aid,3203.41,3640.97,1368.4,2076.31,6655.37,1,4306.52,3093.99,1613.47,1131.2,6242.33,2025-12-24,3027.0299999999997,68.74,100.0,4841.2,2420.6,1663.84,2420.6,1663.84,2420.6,1663.84,True,True,False,True
5845,Julie,Harris,brownoscar@example.org,Mathematics,Active,2.13,2025-10-11,Mathematics,2,42066.57,43592.44,1525.87,13,10,2,1,2025-02-04,5663.32,Check,18770.78,13982.86,5162.23,8285.56,7557.71,1,3636.92,2740.69,2226.07,963.97,5057.24,2025-08-17,34508.86,17.97,76.92,4206.66,10516.64,1889.43,10516.64,1889.43,10516.64,1889.43,True,True,True,True
5846,Patrick,Gibson,angela25@example.org,Engineering,Graduated,3.8,2023-06-30,Engineering,11,26531.17,29778.399999999998,3247.23,10,7,2,1,2025-08-16,5543.93,Financial Aid,8185.11,7712.63,3588.44,4794.72,11594.52,1,6356.04,5566.11,778.41,1882.87,6593.08,2025-08-01,14936.649999999998,43.7,70.0,3790.17,6632.79,2898.63,6632.79,2898.63,6632.79,2898.63,True,True,True,True
5847,Erik,Campbell,wrogers@example.net,Business,Active,2.81,2022-08-26,Computer Science,1,30386.69,33048.81,2662.12,11,10,1,0,2025-02-14,2107.72,Bank Transfer,15557.1,11372.86,3379.61,6546.83,1998.53,1,967.68,489.37,581.13,587.84,1715.49,2025-05-20,28388.16,6.58,90.91,3038.67,7596.67,499.63,7596.67,499.63,7596.67,499.63,True,True,True,False
5848,Jeffrey,Jones,phillipsmichael@example.net,Psychology,Active,3.78,2024-01-08,Psychology,8,49505.13,50735.77,1230.64,5,3,2,0,2025-10-12,9903.18,Check,20847.23,19258.39,4568.23,7942.67,7993.15,1,5159.68,3931.45,1895.47,1913.22,5290.12,2025-08-20,41511.979999999996,16.15,60.0,16501.71,12376.28,1998.29,12376.28,1998.29,12376.28,1998.29,True,True,True,True
5849,Paul,Perez,eric37@example.org,Psychology,On Leave,3.34,2022-04-04,Psychology,8,58757.97,59181.43,423.46,10,10,0,0,2025-06-25,1336.13,Financial Aid,28951.17,13927.37,7119.0,7157.14,2404.32,3,1220.6,1097.29,438.05,530.57,1930.63,2025-07-24,56353.65,4.09,100.0,5875.8,14689.49,601.08,14689.49,601.08,14689.49,601.08,True,True,False,False
5850,Roger,Camacho,garybuck@example.com,Physics,Active,2.51,2023-01-24,Physics,3,24560.41,28742.67,4182.26,5,3,1,1,2025-07-29,7129.17,Bank Transfer,7649.84,7228.91,3539.47,3247.16,24126.05,2,14825.18,7914.74,4354.13,7201.59,20569.93,2025-02-28,434.3600000000006,98.23,60.0,8186.8,6140.1,6031.51,6140.1,6031.51,6140.1,6031.51,True,True,True,True
5851,Dawn,Chapman,linda52@example.org,English,Active,3.62,2024-01-06,English,6,40556.95,41168.979999999996,612.03,12,10,2,0,2025-05-01,5980.87,Credit Card,18787.14,14701.24,5907.2,6453.08,11604.97,3,6196.74,2694.36,196.19,1561.83,6179.2,2025-09-06,28951.979999999996,28.61,83.33,4055.69,10139.24,2901.24,10139.24,2901.24,10139.24,2901.24,True,True,True,True
5852,Heather,Ward,jgreen@example.com,Engineering,Active,3.18,2025-01-25,Engineering,11,35354.29,39591.75,4237.46,10,9,1,0,2025-05-29,1909.18,Bank Transfer,17846.82,10781.71,3988.23,5026.08,23618.21,0,14883.82,5789.32,3468.17,4044.71,23121.34,2025-03-16,11736.080000000002,66.8,90.0,3928.25,8838.57,5904.55,8838.57,5904.55,8838.57,5904.55,True,True,True,True
5853,Brian,Nelson,pmiller@example.com,Mathematics,Active,2.58,2023-11-04,Mathematics,2,58684.66,60028.44,1343.78,4,3,1,0,2025-07-19,9003.08,Check,20449.3,14872.99,6213.48,13540.51,12810.98,2,7463.14,5664.1,3410.23,3104.2,9354.06,2025-10-08,45873.68000000001,21.83,75.0,19561.55,14671.17,3202.74,14671.17,3202.74,14671.17,3202.74,True,True,True,True
5854,Kelly,Christensen,ogaines@example.org,Computer Science,On Leave,3.62,2024-08-17,Computer Science,1,21930.88,22362.59,431.71,2,1,1,0,2025-04-23,4478.58,Bank Transfer,8104.72,7383.99,3276.05,2219.01,23167.83,3,13777.29,7508.78,6520.28,6003.32,14361.96,2025-03-14,-1236.9500000000007,105.64,50.0,21930.88,5482.72,5791.96,5482.72,5791.96,5482.72,5791.96,True,True,True,True
5855,Michael,Singleton,pamelaknight@example.com,Computer Science,Graduated,3.15,2022-03-24,Computer Science,1,21038.64,22140.3,1101.66,5,3,2,0,2025-11-17,8209.35,Check,10408.21,5948.81,2736.97,4996.67,1077.82,0,493.93,395.7,164.06,121.63,738.18,2026-01-04,19960.82,5.12,60.0,7012.88,5259.66,269.45,5259.66,269.45,5259.66,269.45,True,True,True,False
5856,Kelsey,Fowler,joshua24@example.org,Engineering,Active,2.23,2022-05-30,Engineering,11,8630.62,10976.28,2345.66,5,2,2,1,2025-04-26,5857.01,Credit Card,4365.59,2505.49,908.3,2071.21,17990.12,0,8252.68,6371.85,1039.28,2922.12,12660.36,2025-04-23,-9359.499999999998,208.45,40.0,4315.31,2157.66,4497.53,2157.66,4497.53,2157.66,4497.53,True,True,True,True
5857,Judith,Lewis,ycarr@example.org,Mathematics,Graduated,2.9,2022-02-18,Mathematics,2,6781.64,11695.95,4914.31,9,8,0,1,2025-08-04,3243.53,Financial Aid,3399.86,2327.48,967.81,840.46,18541.07,1,8243.19,9088.12,877.72,2331.2,9581.31,2025-09-27,-11759.43,273.4,88.89,847.71,1695.41,4635.27,1695.41,4635.27,1695.41,4635.27,True,True,False,True
5858,Amy,Schmidt,matthewhiggins@example.com,Mathematics,Active,3.98,2023-09-15,Mathematics,2,52700.63,55822.909999999996,3122.28,14,12,2,0,2026-01-15,9819.27,Bank Transfer,30384.21,16592.48,3973.12,7397.1,2011.9,0,1085.12,421.59,190.46,266.94,1769.44,2025-04-04,50688.729999999996,3.82,85.71,4391.72,13175.16,502.98,13175.16,502.98,13175.16,502.98,True,True,True,False
5859,Deanna,Herring,qgreen@example.net,Computer Science,On Leave,2.28,2025-12-26,Computer Science,1,29393.81,31045.34,1651.53,12,10,2,0,2025-12-07,9913.13,Bank Transfer,17583.84,9548.36,2892.79,3045.43,8484.97,3,5515.45,2611.45,308.91,1496.16,7634.58,2025-11-11,20908.840000000004,28.87,83.33,2939.38,7348.45,2121.24,7348.45,2121.24,7348.45,2121.24,True,True,True,True
5860,Chloe,Andrews,wgreen@example.net,Biology,Active,2.56,2023-07-15,Biology,5,13022.01,14017.84,995.83,13,12,0,1,2025-09-12,9667.24,Check,6724.59,5114.3,1166.56,3150.44,9067.95,3,5151.35,4347.09,17.02,1712.3,8132.26,2025-08-12,3954.0599999999995,69.64,92.31,1085.17,3255.5,2266.99,3255.5,2266.99,3255.5,2266.99,True,True,False,True
5861,Beverly,Lucero,jason82@example.com,Engineering,Active,2.27,2022-09-09,Engineering,11,54386.48,55258.530000000006,872.05,4,1,2,1,2025-12-07,3007.95,Bank Transfer,21693.29,20131.06,2739.96,5533.97,6829.23,0,3643.16,3330.49,977.3,1449.22,3520.95,2025-07-27,47557.25,12.56,25.0,54386.48,13596.62,1707.31,13596.62,1707.31,13596.62,1707.31,True,True,True,True
5862,Brenda,Simpson,bryan78@example.net,Physics,Active,3.18,2024-02-07,Physics,3,49614.06,50235.86,621.8,3,1,2,0,2025-05-02,9779.8,Bank Transfer,24024.77,13030.21,6281.35,10184.32,3768.72,3,2123.89,1857.71,410.07,862.77,1970.56,2025-12-25,45845.34,7.6,33.33,49614.06,12403.51,942.18,12403.51,942.18,12403.51,942.18,True,True,True,False
5863,Timothy,White,jesse81@example.com,English,Active,3.94,2025-09-02,English,6,57576.89,57813.21,236.32,4,4,0,0,2025-09-18,4656.81,Bank Transfer,31552.37,22486.79,5333.54,11336.5,15767.23,1,8273.01,7599.23,1199.09,3848.42,12209.57,2025-06-09,41809.66,27.38,100.0,14394.22,14394.22,3941.81,14394.22,3941.81,14394.22,3941.81,True,True,False,True
5864,Richard,Gonzales,nathan19@example.org,English,Active,2.72,2024-03-19,English,6,8535.78,10923.810000000001,2388.03,17,15,2,0,2025-02-17,3252.48,Financial Aid,4148.82,2725.87,764.13,1417.79,16463.32,2,7435.94,5549.72,1776.36,4779.39,8988.66,2025-12-04,-7927.539999999999,192.87,88.24,569.05,2133.95,4115.83,2133.95,4115.83,2133.95,4115.83,True,True,True,True
5865,Linda,Gutierrez,brewerdawn@example.net,English,Active,3.73,2025-06-20,English,6,27554.68,32078.37,4523.69,4,4,0,0,2025-06-01,6742.48,Financial Aid,14410.08,7442.66,2143.31,3666.44,24535.1,3,10998.58,9087.18,6001.2,4168.49,22554.87,2025-06-05,3019.5800000000017,89.04,100.0,6888.67,6888.67,6133.77,6888.67,6133.77,6888.67,6133.77,True,True,False,True
5866,George,Gonzales,smithalan@example.org,Engineering,Active,3.27,2023-11-25,Engineering,11,19877.78,23438.769999999997,3560.99,8,6,2,0,2026-01-13,4898.74,Financial Aid,11130.09,7035.11,2810.97,3831.04,7820.6,2,5099.2,3727.46,213.0,1675.46,7658.27,2025-03-20,12057.179999999998,39.34,75.0,3312.96,4969.44,1955.15,4969.44,1955.15,4969.44,1955.15,True,True,True,True
5867,Latoya,Oneill,elee@example.net,Psychology,Active,2.59,2024-07-13,Psychology,8,41784.26,46581.020000000004,4796.76,9,8,0,1,2025-08-20,8868.5,Bank Transfer,18633.33,8466.22,5221.4,8253.29,20656.39,2,11142.68,5203.56,4198.08,2667.12,11184.51,2025-02-16,21127.870000000003,49.44,88.89,5223.03,10446.07,5164.1,10446.07,5164.1,10446.07,5164.1,True,True,False,True
5868,Brian,Harris,bobhiggins@example.com,Biology,Active,3.55,2023-06-12,Biology,5,55317.81,59936.689999999995,4618.88,14,13,1,0,2025-01-26,1406.61,Check,22634.32,20635.61,3259.79,12597.72,12065.16,3,7005.89,5184.35,692.08,3353.22,9527.07,2025-12-10,43252.649999999994,21.81,92.86,4255.22,13829.45,3016.29,13829.45,3016.29,13829.45,3016.29,True,True,True,True
5869,Andrew,Roberts,ghill@example.net,Psychology,Active,3.7,2024-10-11,Psychology,8,57711.77,62400.78999999999,4689.02,5,3,1,1,2025-10-21,5962.88,Financial Aid,21866.2,12723.27,5634.69,13653.21,5889.78,2,2528.65,2526.83,1001.66,836.54,3556.4,2025-08-09,51821.99,10.21,60.0,19237.26,14427.94,1472.44,14427.94,1472.44,14427.94,1472.44,True,True,True,True
5870,Anne,Booker,chad03@example.com,Psychology,Active,2.28,2022-09-03,Psychology,8,8372.15,10497.07,2124.92,13,10,2,1,2025-02-12,7507.37,Bank Transfer,3877.53,2599.09,667.87,1219.23,5963.12,3,3416.02,2323.08,7.42,944.43,3476.03,2025-11-22,2409.0299999999997,71.23,76.92,837.21,2093.04,1490.78,2093.04,1490.78,2093.04,1490.78,True,True,True,True
5871,Alexis,Carroll,ericblair@example.net,Business,Active,3.1,2024-03-01,Computer Science,1,57679.23,58343.66,664.43,7,6,0,1,2025-05-06,9467.08,Check,31114.16,18422.33,2933.9,7173.48,9495.9,3,4522.58,4355.07,1282.25,2122.1,6208.61,2025-09-02,48183.33,16.46,85.71,9613.2,14419.81,2373.97,14419.81,2373.97,14419.81,2373.97,True,True,False,True
5872,Bill,Horne,mjones@example.org,Mathematics,Graduated,2.44,2024-05-29,Mathematics,2,38847.83,38849.46,1.63,6,3,2,1,2025-09-21,6851.23,Credit Card,18762.41,8579.5,5582.15,4712.58,23330.58,1,15111.05,11098.3,5329.2,5399.67,22409.58,2025-06-17,15517.25,60.06,50.0,12949.28,9711.96,5832.65,9711.96,5832.65,9711.96,5832.65,True,True,True,True
5873,Todd,Harvey,ricerobert@example.com,Mathematics,Active,3.79,2025-11-03,Mathematics,2,14145.53,15999.28,1853.75,4,3,1,0,2025-02-23,4890.89,Credit Card,7591.61,3863.31,2096.02,3438.54,13861.79,0,7777.51,4458.36,2944.64,2463.3,9352.75,2025-04-25,283.7399999999998,97.99,75.0,4715.18,3536.38,3465.45,3536.38,3465.45,3536.38,3465.45,True,True,True,True
5874,Thomas,Wolfe,orobinson@example.org,Physics,Active,3.52,2024-04-01,Physics,3,7774.88,8984.77,1209.89,15,13,2,0,2025-11-23,2576.55,Bank Transfer,4638.99,1804.44,781.55,993.48,18486.2,2,10781.11,5352.95,5178.52,2261.38,15462.92,2025-09-21,-10711.32,237.77,86.67,598.07,1943.72,4621.55,1943.72,4621.55,1943.72,4621.55,True,True,True,True
5875,Laura,West,tracygutierrez@example.org,English,Active,2.75,2025-04-01,English,6,36647.24,37581.21,933.97,16,15,1,0,2025-07-16,6371.29,Check,16776.93,9353.78,1836.32,8868.52,8003.52,1,5514.79,2713.87,1157.52,2283.04,5160.09,2025-12-03,28643.719999999998,21.84,93.75,2443.15,9161.81,2000.88,9161.81,2000.88,9161.81,2000.88,True,True,True,True
5876,Ricardo,Lynch,druiz@example.org,Psychology,Active,3.22,2022-02-08,Psychology,8,35299.07,35378.86,79.79,4,4,0,0,2025-10-29,2347.74,Check,11012.36,10252.49,2645.71,4442.22,4227.79,2,2011.68,1335.47,994.72,899.62,3458.91,2025-03-23,31071.28,11.98,100.0,8824.77,8824.77,1056.95,8824.77,1056.95,8824.77,1056.95,True,True,False,False
5877,Bryan,Lewis,crystal66@example.net,Economics,On Leave,2.0,2023-11-21,Economics,9,13036.73,15660.689999999999,2623.96,14,13,0,1,2025-02-04,3038.95,Financial Aid,7221.19,3090.53,908.2,2928.83,8744.24,1,4282.56,3792.19,1854.55,2286.25,4904.8,2025-05-28,4292.49,67.07,92.86,1002.83,3259.18,2186.06,3259.18,2186.06,3259.18,2186.06,True,True,False,True
5878,Nicholas,Smith,kristin70@example.org,Economics,Active,2.13,2024-03-21,Economics,9,37185.79,41210.81,4025.02,11,9,2,0,2025-09-14,5832.48,Credit Card,18369.25,8217.16,5372.39,9187.55,4989.98,3,2030.62,2336.46,1300.47,830.38,4200.24,2025-09-13,32195.81,13.42,81.82,4131.75,9296.45,1247.49,9296.45,1247.49,9296.45,1247.49,True,True,True,False
5879,Craig,Calhoun,davidwilson@example.net,Psychology,Graduated,3.85,2025-05-11,Psychology,8,35400.62,37248.9,1848.28,5,4,0,1,2025-11-05,8868.05,Check,21237.61,11634.03,3374.14,5927.97,7333.56,2,4377.46,2885.15,646.29,854.24,6141.49,2025-11-06,28067.06,20.72,80.0,8850.16,8850.16,1833.39,8850.16,1833.39,8850.16,1833.39,True,True,False,True
5880,Morgan,Raymond,floresmegan@example.org,English,Graduated,2.28,2025-05-10,English,6,53273.78,53286.58,12.8,8,6,1,1,2025-03-11,8775.81,Bank Transfer,31642.95,17796.78,5537.51,10769.83,9058.03,3,6118.78,1826.39,1857.76,2212.11,6208.73,2025-11-23,44215.75,17.0,75.0,8878.96,13318.44,2264.51,13318.44,2264.51,13318.44,2264.51,True,True,True,True
5881,Chase,Rocha,grossashley@example.com,Physics,Active,2.0,2025-11-28,Physics,3,54576.56,56769.36,2192.8,13,13,0,0,2025-09-13,9170.3,Bank Transfer,23746.92,21698.09,7502.72,9241.3,8708.33,1,4704.91,3895.35,1517.07,2393.59,4431.03,2025-11-07,45868.229999999996,15.96,100.0,4198.2,13644.14,2177.08,13644.14,2177.08,13644.14,2177.08,True,True,False,True
